<A> . split ( <B> , <C> )	<A> を <B> で最大分割数 <C> まで分割してリストを返す
<A> = <B> . split ( <C> , <D> )	<B> を <C> で最大分割数 <D> まで分割してリストを返して、 <A> にする
<A> = <B> . split ( <C> , <D> )	<B> を <C> で最大分割数 <D> まで分割してリストを返した結果を <A> に代入する
<A> . split ( <B> , <C> )	<B> を区切り文字、最大分割数を <C> として <A> を分割した結果をリスト型にして返す
<A> = <B> . split ( <C> , <D> )	<C> を区切り文字、最大分割数を <D> として <B> を分割した結果をリスト型にして返し、 <A> にする
<A> = <B> . split ( <C> , <D> )	<C> を区切り文字、最大分割数を <D> として <B> を分割した結果をリスト型にして返した結果を <A> とする
<A> . rsplit ( )	<A> を末尾から空白で分割した文字列のリスト
<A> = <B> . rsplit ( )	<B> を最後から空白で分割した文字列のリストを <A> とする
<A> . rsplit ( )	<A> を末尾から空白で分割してリストを返す
<A> = <B> . rsplit ( )	<B> を末尾から空白で分割してリストを返し、 <A> とする
<A> = <B> . rsplit ( )	<B> を末尾から空白で分割してリストを返した結果を <A> に代入する
<A> . rsplit ( )	空白を区切り文字として <A> を末尾から分割してリスト型にして返す
<A> = <B> . rsplit ( )	空白を区切り文字として <B> を最後から分割してリスト型にして返して、 <A> に代入する
<A> = <B> . rsplit ( )	空白を区切り文字として <B> を最後から分割してリスト型にして返された結果を <A> とする
<A> . rsplit ( <B> )	<A> を末尾から <B> で分割した文字列のリスト
<A> = <B> . rsplit ( <C> )	<B> を末尾から <C> で分割した文字列のリストを <A> とする
<A> . rsplit ( <B> )	<A> を末尾から <B> で分割してリストを返す
<A> = <B> . rsplit ( <C> )	<B> を末尾から <C> で分割してリストを返し、 <A> に代入する
<A> = <B> . rsplit ( <C> )	<B> を末尾から <C> で分割してリストを返した結果を <A> に代入する
<A> . rsplit ( <B> )	<B> を区切り文字として <A> を最後から分割してリスト型にして返す
<A> = <B> . rsplit ( <C> )	<C> を区切り文字として <B> を末尾から分割してリスト型にして返して、 <A> にする
<A> = <B> . rsplit ( <C> )	<C> を区切り文字として <B> を末尾から分割してリスト型にして返した結果を <A> に代入する
<A> . rsplit ( <B> , <C> )	<A> を末尾から <B> で最大分割数 <C> まで分割した文字列のリスト
<A> = <B> . rsplit ( <C> , <D> )	<B> を最後から <C> で最大分割数 <D> まで分割した文字列のリストを <A> に代入する
<A> . rsplit ( <B> , <C> )	<A> を末尾から <B> で最大分割数 <C> まで分割してリストを返す
<A> = <B> . rsplit ( <C> , <D> )	<B> を最後から <C> で最大分割数 <D> まで分割してリストを返して、 <A> に代入する
<A> = <B> . rsplit ( <C> , <D> )	<B> を最後から <C> で最大分割数 <D> まで分割してリストを返した結果を <A> にする
<A> . rsplit ( <B> , <C> )	<B> を区切り文字、最大分割数を <C> として <A> を最後から分割してリスト型にして返す
<A> = <B> . rsplit ( <C> , <D> )	<C> を区切り文字、最大分割数を <D> として <B> を最後から分割してリスト型にして返して、 <A> に代入する
<A> = <B> . rsplit ( <C> , <D> )	<C> を区切り文字、最大分割数を <D> として <B> を最後から分割してリスト型にして返された結果を <A> に代入する
<A> . replace ( <B> , <C> )	<A> 内の <B> を <C> に置き換えた文字列
<A> = <B> . replace ( <C> , <D> )	<B> 内の <C> を <D> に置き換えた文字列を <A> とする
<A> . strip ( )	<A> の両端から空白改行を除いた文字列
<A> = <B> . strip ( )	<B> の両端から空白改行を抜いた文字列を <A> にする
<A> . strip ( <B> )	<A> の両端から <B> を取り除いた文字列
<A> = <B> . strip ( <C> )	<B> の両端から <C> を抜いた文字列を <A> にする
<A> . lstrip ( )	<A> の左側から空白改行を取り除いた文字列
<A> = <B> . lstrip ( )	<B> の先頭から空白改行を取り除いた文字列を <A> に代入する
<A> . lstrip ( <B> )	<A> の左側から <B> を取り除いた文字列
<A> = <B> . lstrip ( <C> )	<B> の先頭から <C> を取り除いた文字列を <A> に代入する
<A> . rstrip ( )	<A> の終わりから空白改行を取り除いた文字列
<A> = <B> . rstrip ( )	<B> の最後から空白改行を取り除いた文字列を <A> に代入する
<A> . rstrip ( <B> )	<A> の後ろから <B> を取り除いた文字
<A> = <B> . rstrip ( <C> )	<B> の終わりから <C> を取り除いた文字を <A> にする
<A> . zfill ( <B> )	<A> を長さが <B> になるように左を '0' で埋めた文字列
<A> = <B> . zfill ( <C> )	<B> を長さが <C> になるように左を '0' で埋めた文字列を <A> とする
<A> . zfill ( <B> )	<A> を長さが <B> になるように '0' で右寄せした文字列
<A> = <B> . zfill ( <C> )	<B> を長さが <C> になるように '0' で右寄せした文字列を <A> にする
<A> . capitalize ( )	<A> の先頭を英大文字、残りを全て英小文字にした文字列
<A> = <B> . capitalize ( )	<B> の最初を英大文字、残りを全て英小文字に変換した文字列を <A> に代入する
<A> . strswap ( )	<A> の英大小文字を逆にした文字列
<A> = <B> . strswap ( )	<B> の英大小文字を逆にした文字列を <A> とする
<A> . strswap ( )	<A> の英大文字と英小文字を逆にした文字列
<A> = <B> . strswap ( )	<B> の英大文字と英小文字を交換した文字列を <A> に代入する
<A> . find ( <B> )	<A> の最初から <B> を探して見つかった位置
<A> = <B> . find ( <C> )	<B> の最初から <C> を探して見つかった位置を <A> とする
<A> . find ( <B> )	<A> 内の <B> がある位置
<A> = <B> . find ( <C> )	<B> 内の <C> がある位置を <A> にする
<A> . find ( <B> , <C> )	<A> の <C> 番目から <B> を探して見つかった位置
<A> = <B> . find ( <C> , <D> )	<B> の <D> 番目から <C> を探して見つかった位置を <A> にする
<A> . find ( <B> , <C> )	<A> 内の <C> 番目以降に <B> がある位置
<A> = <B> . find ( <C> , <D> )	<B> 内の <D> 番目以降に <C> がある位置を <A> に代入する
<A> . find ( <B> , <C> , <D> )	<A> の <C> 番目から <D> 番目の間で <B> を探して見つかった位置
<A> = <B> . find ( <C> , <D> , <E> )	<B> の <D> 番目から <E> 番目の間で <C> を探して見つかった位置を <A> にする
<A> . find ( <B> , <C> , <D> )	<A> 内の <C> 番目から <D> 番目に <B> がある位置
<A> = <B> . find ( <C> , <D> , <E> )	<B> 内の <D> 番目から <E> 番目に <C> がある位置を <A> とする
<A> . rfind ( <B> )	<A> の後ろから <B> を探して見つかった位置
<A> = <B> . rfind ( <C> )	<B> の後ろから <C> を探して見つかった位置を <A> に代入する
<A> . rfind ( <B> )	<A> 内の <B> がある後ろ側の位置
<A> = <B> . rfind ( <C> )	<B> 内の <C> がある後ろ側の位置を <A> にする
<A> . rfind ( <B> , <C> )	<A> の <C> 番目から <B> を後ろから探して見つかった位置
<A> = <B> . rfind ( <C> , <D> )	<B> の <D> 番目から <C> を後ろから探して見つかった位置を <A> に代入する
<A> . rfind ( <B> , <C> )	<A> 内の <C> 番目以降に <B> がある後ろ側の位置
<A> = <B> . rfind ( <C> , <D> )	<B> 内の <D> 番目以降に <C> がある右側の位置を <A> に代入する
<A> . rfind ( <B> , <C> , <D> )	<A> の <C> 番目から <D> 番目の間で <B> を後ろから探して見つかった位置
<A> = <B> . rfind ( <C> , <D> , <E> )	<B> の <D> 番目から <E> 番目の間で <C> を後ろから探して見つかった位置を <A> とする
<A> . rfind ( <B> , <C> , <D> )	<A> 内の <C> 番目から <D> 番目に <B> がある右側の位置
<A> = <B> . rfind ( <C> , <D> , <E> )	<B> 内の <D> 番目から <E> 番目に <C> がある後ろ側の位置を <A> にする
'' . join ( <A> )	<A> 内の要素を連結した文字列
<A> = '' . join ( <B> )	<B> 内の要素を連結した文字列を <A> とする
<A> . join ( <B> )	<A> を間に入れて <B> 内の要素を連結した文字列
<A> = <B> . join ( <C> )	<B> を間に入れて <C> 内の値を連結した文字列を <A> とする
<A> . count ( <B> )	<A> 内の <B> の出現回数
<A> . count ( <B> )	<A> 内の <B> の出現回数を見る
<A> . startswith ( <B> )	<A> の先頭が <B> で始まる{かどうか}
if <A> . startswith ( <B> ) :	もし <A> の先頭が <B> で始まる{かどうか}なら
<A> . startswith ( <B> )	<A> が <B> で始まるかどうか
if <A> . startswith ( <B> ) :	<A> が <B> で始まるなら
<A> . startswith ( <B> , <C> )	<A> の <C> 番目が <B> で始まる{かどうか}
if <A> . startswith ( <B> , <C> ) :	もし <A> の <C> 番目が <B> で始まる{かどうか}のとき
<A> . endswith ( <B> )	<A> の後ろが <B> で終わるかどうか
if <A> . endswith ( <B> ) :	<A> の末尾が <B> で終わるならば
<A> . endswith ( <B> )	<A> の後ろが <B> であるかどうか
if <A> . endswith ( <B> ) :	もし <A> の末尾が <B> であるのとき
<A> . endswith ( <B> , <C> )	<A> の <C> 番目が <B> で終わるかどうか
if <A> . endswith ( <B> , <C> ) :	もし <A> の <C> 番目が <B> で終わるの場合
<A> . isupper ( )	<A> が英大文字かどうか
if <A> . isupper ( ) :	もし <A> が英大文字のとき
<A> . isupper ( )	<A> 中の全ての文字が英大文字かどうか
if <A> . isupper ( ) :	もし <A> 中の全ての文字が英大文字のとき
<A> . isupper ( )	<A> 中の全ての英字が大文字かどうか
if <A> . isupper ( ) :	もし <A> 中の全ての英字が大文字ならば
<A> . isupper ( )	<A> 中の英字全てが大文字かどうか
if <A> . isupper ( ) :	もし <A> 中の英字全てが大文字ならば
<A> . islower ( )	<A> が英小文字かどうか
if <A> . islower ( ) :	もし <A> が英小文字のとき
<A> . islower ( )	<A> 中の全ての文字が英小文字かどうか
if <A> . islower ( ) :	もし <A> 中の全ての文字が英小文字の場合
<A> . islower ( )	<A> 中の全ての英字が小文字かどうか
if <A> . islower ( ) :	もし <A> 中の全ての英字が小文字ならば
<A> . islower ( )	<A> 中の英字全てが小文字かどうか
if <A> . islower ( ) :	もし <A> 中の英字全てが小文字の場合
<A> . isdigit ( )	<A> が数字かどうか
if <A> . isdigit ( ) :	もし <A> が数字ならば
<A> . isdigit ( )	<A> 中の全ての文字が数字かどうか
if <A> . isdigit ( ) :	<A> 中の全ての文字が数字なら
<A> . isdigit ( )	<A> 全てが数字かどうか
if <A> . isdigit ( ) :	もし <A> 全てが数字の場合
<A> . isdigit ( )	<A> が数字であるかどうか
if <A> . isdigit ( ) :	もし <A> が数字であるなら
<A> . isalpha ( )	<A> が全てアルファベットかどうか
if <A> . isalpha ( ) :	もし <A> が全てアルファベットならば
<A> . isalnum ( )	<A> が全て英数字かどうか
if <A> . isalnum ( ) :	もし <A> が全て英数字のとき
<A> . isascii ( )	<A> が全て ASCII 文字かどうか
if <A> . isascii ( ) :	もし <A> が全て ASCII 文字なら
<A> . isdecimal ( )	<A> が全て数字かどうか
if <A> . isdecimal ( ) :	もし <A> が全て数字ならば
<A> . isnumeric ( )	<A> が全て数字かどうか
if <A> . isnumeric ( ) :	もし <A> が全て数字ならば
<A> . isidentifier ( )	<A> が識別子として利用可能かどうか
if <A> . isidentifier ( ) :	もし <A> が識別子として利用可能なら
<A> . isprintable ( )	<A> が印字可能かどうか
if <A> . isprintable ( ) :	もし <A> が印字可能なら
set ( )	空のセット
<A> = set ( )	空の集合を <A> に代入する
set ( )	空集合
<A> = set ( )	空集合を <A> に代入する
set ( <A> )	<A> のセット
<A> = set ( <B> )	<B> の集合を <A> とする
<A> . add ( <B> )	<A> に <B> を追加する
<A> . remove ( <B> )	<A> から <B> を取り除く
<A> . union ( <B> )	<A> と <B> の和集合
<A> . union ( <B> )	<A> と <B> の和集合を計算する
<A> . union ( <B> )	<A> と <B> の和集合を抽出する
<A> . intersection ( <B> )	<A> と <B> の積集合
<A> . intersection ( <B> )	<A> と <B> の積集合を算出する
<A> . intersection ( <B> )	<A> と <B> の積集合を得る
<A> . intersection ( <B> )	<A> と <B> の積集合
<A> . intersection ( <B> )	<A> と <B> の共通部分を求める
<A> . intersection ( <B> )	<A> と <B> の共通部分を得る
<A> . difference ( <B> )	<A> と <B> の差集合
<A> . difference ( <B> )	<A> と <B> の差集合を計算する
<A> . difference ( <B> )	<A> と <B> の差集合を得る
<A> . symmetric_difference ( <B> )	<A> と <B> の対称差集合
<A> . symmetric_difference ( <B> )	<A> と <B> の対称差を計算する
<A> . symmetric_difference ( <B> )	<A> と <B> の対称差集合をえる
<A> . issubset ( <B> )	<A> が <B> の部分集合かどうか
if <A> . issubset ( <B> ) :	もし <A> が <B> の部分集合なら
<A> . issuperset ( <B> )	<A> が <B> の上位集合かどうか
if <A> . issuperset ( <B> ) :	もし <A> が <B> の上位集合ならば
<A> . isdisjoint ( <B> )	<A> が <B> と互いに素かどうか
if <A> . isdisjoint ( <B> ) :	<A> が <B> と互いに素の場合
<A> . isdisjoint ( <B> )	<A> と <B> が互いに素かどうか
if <A> . isdisjoint ( <B> ) :	もし <A> と <B> が互いに素なら
frozenset ( )	イミュータブルなセット
<A> = frozenset ( )	イミュータブルなセットを <A> にする
frozenset ( <A> )	<A> のイミュータブルなセット
<A> = frozenset ( <B> )	<B> のイミュータブルなセットを <A> とする
breakpoint ( )	デバッガーを起動する
globals	グローバル変数の辞書
locals	ローカル変数の辞書
import <A>	<A> モジュールをインポートする
random . random ( )	0.0 〜 1.0 の乱数
random . random ( )	0.0 以上 1.0 未満の乱数
random . randrange ( <A> )	0 から <A> 未満までの整数乱数
<A> = random . randrange ( <B> )	0 から <B> 未満までの整数乱数を <A> とする
random . randrange ( <A> )	<A> 未満までの整数乱数
<A> = random . randrange ( <B> )	<B> 未満までの整数乱数を <A> とする
random . randrange ( <A> , <B> )	<A> から <B> 未満までの整数乱数
<A> = random . randrange ( <B> , <C> )	<B> から <C> 未満までの整数乱数を <A> とする
random . randrange ( <A> , <B> )	<A> 以上 <B> 未満までの整数乱数
<A> = random . randrange ( <B> , <C> )	<B> 以上 <C> 未満までの整数乱数を <A> に代入する
random . randint ( <A> , <B> )	<A> 以上 <B> 以下の整数乱数
<A> = random . randint ( <B> , <C> )	<B> 以上 <C> 以下の整数乱数を <A> に代入する
random . seed ( <A> )	乱数シードを <A> に固定する
random . seed ( <A> )	乱数シードを <A> として乱数生成器を初期化する
random . choice ( <A> )	<A> からランダムに要素をチョイスする
random . sample ( <A> , <B> )	<A> からランダムに要素を <B> つチョイスする
random . shuffle ( <A> )	<A> をランダムにシャッフルする
import <A>	<A> モジュールをインポートする
math . sqrt ( <A> )	<A> の平方根
math . sqrt ( <A> )	<A> の平方根を表示する
math . sqrt ( <A> )	<A> の平方根を算出する
<A> = math . sqrt ( <B> )	<B> の平方根を <A> に代入する
math . sqrt ( <A> )	<A> のルート
math . sqrt ( <A> )	<A> のルートを調べる
math . sqrt ( <A> )	<A> のルートを求める
<A> = math . sqrt ( <B> )	<B> のルートを <A> に代入する
math . ceil ( <A> )	<A> の小数点以下切り上げ
math . ceil ( <A> )	<A> の切り上げを調べる
math . ceil ( <A> )	<A> の切り上げを計算する
<A> = math . ceil ( <B> )	<B> の切り上げを <A> にする
math . ceil ( <A> )	<A> を最も近い数値に切り上げ
math . ceil ( <A> )	<A> を最も近い整数に切り上げを調べる
math . ceil ( <A> )	<A> を最も近い整数に切り上げを算出する
<A> = math . ceil ( <B> )	<B> を最も近い整数に切り上げを <A> にする
math . ceil ( <A> )	<A> に最も近い数値に切り上げ
math . ceil ( <A> )	<A> に最も近い数値に切り上げを調べる
math . ceil ( <A> )	<A> に最も近い整数に切り上げを計算する
<A> = math . ceil ( <B> )	<B> に最も近い整数に切り上げを <A> に代入する
math . floor ( <A> )	<A> の小数点以下切り捨て
math . floor ( <A> )	<A> の切り捨てを表示する
math . floor ( <A> )	<A> の小数点以下切り捨てを算出する
<A> = math . floor ( <B> )	<B> の小数点以下切り捨てを <A> にする
math . floor ( <A> )	<A> を最も近い整数に切り捨て
math . floor ( <A> )	<A> を最も近い整数に切り捨てを調べる
math . floor ( <A> )	<A> を最も近い整数に切り捨てを算出する
<A> = math . floor ( <B> )	<B> を最も近い整数に切り捨てを <A> に代入する
math . floor ( <A> )	<A> に最も近い整数に切り捨て
math . floor ( <A> )	<A> に最も近い整数に切り捨てを見る
math . floor ( <A> )	<A> に最も近い整数に切り捨てを求める
<A> = math . floor ( <B> )	<B> に最も近い整数に切り捨てを <A> に代入する
math . gcd ( <A> , <B> )	<A> と <B> の最大公約数
math . gcd ( <A> , <B> )	<A> と <B> の最大公約数をチェックする
math . gcd ( <A> , <B> )	<A> と <B> の最大公約数を計算する
<A> = math . gcd ( <B> , <C> )	<B> と <C> の最大公約数を <A> にする
math . lcm ( <A> , <B> )	<A> と <B> の最小公倍数
math . lcm ( <A> , <B> )	<A> と <B> の最小公倍数を見る
math . lcm ( <A> , <B> )	<A> と <B> の最小公倍数を計算する
<A> = math . lcm ( <B> , <C> )	<B> と <C> の最小公倍数を <A> とする
math . comb ( <A> , <B> )	<A> と <B> の組み合わせ
math . comb ( <A> , <B> )	<A> と <B> の組み合わせを確認する
math . comb ( <A> , <B> )	<A> と <B> のコンビネーションを算出する
<A> = math . comb ( <B> , <C> )	<B> と <C> のコンビネーションを <A> に代入する
math . copysign ( <A> , <B> )	<B> の符号を持った <A>
math . copysign ( <A> , <B> )	<B> の符号を持った <A> を確認する
math . copysign ( <A> , <B> )	<B> の符号を持った <A> を求める
<A> = math . copysign ( <B> , <C> )	<C> の符号を持った <B> を <A> とする
math . copysign ( <A> , <B> )	<A> を <B> の符号にした値
math . copysign ( <A> , <B> )	<A> を <B> の符号にした値を見る
math . copysign ( <A> , <B> )	<A> を <B> の符号にした値を計算する
<A> = math . copysign ( <B> , <C> )	<B> を <C> の符号にした値を <A> とする
math . fabs ( <A> )	<A> の絶対値
math . fabs ( <A> )	<A> の絶対値を表示する
math . fabs ( <A> )	<A> の絶対値を求める
<A> = math . fabs ( <B> )	<B> の絶対値を <A> にする
math . factorial ( <A> )	<A> の階乗
math . factorial ( <A> )	<A> の階乗を調べる
math . factorial ( <A> )	<A> の階乗を計算する
<A> = math . factorial ( <B> )	<B> の階乗を <A> にする
math . frexp ( <A> )	<A> の仮数と指数
math . frexp ( <A> )	<A> の仮数と指数を調べる
math . frexp ( <A> )	<A> の仮数と指数を求める
math . isclose ( <A> , <B> )	<A> と <B> が近いかどうか
math . isclose ( <A> , <B> )	<A> と <B> が近いかどうかを調べる
math . isclose ( <A> , <B> )	<A> と <B> が近いかどうかを求める
if math . isclose ( <A> , <B> ) :	もし <A> と <B> が近いとき
math . isclose ( <A> , <B> )	<A> と <B> が近似値かどうか
math . isclose ( <A> , <B> )	<A> と <B> が近似値かどうかを確認する
math . isclose ( <A> , <B> )	<A> と <B> が近似値かどうかを求める
if math . isclose ( <A> , <B> ) :	もし <A> と <B> が近似値の場合
math . isfinite ( <A> )	<A> が有限かどうか
math . isfinite ( <A> )	<A> が有限かどうかを表示する
math . isfinite ( <A> )	<A> が有限かどうかを求める
if math . isfinite ( <A> ) :	もし <A> が有限なら
math . isinf ( <A> )	<A> が無限大かどうか
math . isinf ( <A> )	<A> が無限大かどうかを確認する
math . isinf ( <A> )	<A> が無限大かどうかを算出する
if math . isinf ( <A> ) :	<A> が無限大の場合
math . isnan ( <A> )	<A> が NaN かどうか
math . isnan ( <A> )	<A> が NaN かどうかを見る
math . isnan ( <A> )	<A> が NaN かどうかを求める
if math . isnan ( <A> ) :	もし <A> が NaN なら
math . modf ( <A> )	<A> の小数部と整数部
math . modf ( <A> )	<A> の小数部と整数部を調べる
math . modf ( <A> )	<A> の小数部と整数部を計算する
math . perm ( <A> )	<A> の順列の総数
math . perm ( <A> )	<A> の順列の総数をチェックする
math . perm ( <A> )	<A> の順列の総数を算出する
<A> = math . perm ( <B> )	<B> の順列の総数を <A> とする
math . perm ( <A> , <B> )	<A> から <B> 個取り出した時の順列の総数
math . perm ( <A> , <B> )	<A> から <B> 個取り出した時の順列の総数を調べる
math . perm ( <A> , <B> )	<A> から <B> 個取り出した時の順列の総数を算出する
<A> = math . perm ( <B> , <C> )	<B> から <C> 個取り出した時の順列の総数を <A> とする
math . prod ( <A> )	<A> の要素積
math . prod ( <A> )	<A> の要素積を表示する
math . prod ( <A> )	<A> の要素積を算出する
<A> = math . prod ( <B> )	<B> の要素積を <A> にする
math . remainder ( <A> , <B> )	<A> を <B> で割った剰余
math . remainder ( <A> , <B> )	<A> を <B> で割った剰余を表示する
math . remainder ( <A> , <B> )	<A> を <B> で割った剰余を算出する
<A> = math . remainder ( <B> , <C> )	<B> を <C> で割った剰余を <A> に代入する
math . exp ( <A> )	e の <A> 乗
math . exp ( <A> )	e の <A> 乗を確認する
math . exp ( <A> )	e の <A> 乗を求める
<A> = math . exp ( <B> )	e の <B> 乗を <A> とする
math . log ( <A> )	<A> の自然対数
math . log ( <A> )	<A> の自然対数を見る
math . log ( <A> )	<A> の自然対数を計算する
<A> = math . log ( <B> )	<B> の自然対数を <A> とする
math . log ( <A> , <B> )	<B> を底とする <A> の対数
math . log ( <A> , <B> )	<B> を底とする <A> の対数を見る
math . log ( <A> , <B> )	<B> を底とする <A> の対数を計算する
<A> = math . log ( <B> , <C> )	<C> を底とする <B> の対数を <A> にする
math . log ( <A> , <B> )	<B> に対する <A> の対数
math . log ( <A> , <B> )	<B> に対する <A> の対数をチェックする
math . log ( <A> , <B> )	<B> に対する <A> の対数を計算する
<A> = math . log ( <B> , <C> )	<C> に対する <B> の対数を <A> に代入する
math . log1p ( <A> )	1 + <A> の自然対数
math . log1p ( <A> )	1 + <A> の自然対数を見る
math . log1p ( <A> )	1 + <A> の自然対数を計算する
<A> = math . log1p ( <B> )	1 + <B> の自然対数を <A> に代入する
math . log2 ( <A> )	2 を底とする <A> の対数
math . log2 ( <A> )	2 を底とする <A> の対数を表示する
math . log2 ( <A> )	2 を底とする <A> の対数を算出する
<A> = math . log2 ( <B> )	2 を底とする <B> の対数を <A> とする
math . log10 ( <A> )	<A> の常用対数
math . log10 ( <A> )	<A> の常用対数を表示する
math . log10 ( <A> )	<A> の常用対数を求める
<A> = math . log10 ( <B> )	<B> の常用対数を <A> とする
math . log10 ( <A> )	<A> の 10 を底とする対数
math . log10 ( <A> )	<A> の 10 を底とする対数を表示する
math . log10 ( <A> )	<A> の 10 を底とする対数を求める
<A> = math . log10 ( <B> )	<B> の 10 を底とする対数を <A> とする
math . cos ( <A> )	<A> の余弦
math . cos ( <A> )	<A> の余弦をチェックする
math . cos ( <A> )	<A> の余弦を計算する
<A> = math . cos ( <B> )	<B> の余弦を <A> にする
math . cos ( <A> )	<A> のコサイン
math . cos ( <A> )	<A> のコサインをチェックする
math . cos ( <A> )	<A> のコサインを計算する
<A> = math . cos ( <B> )	<B> のコサインを <A> にする
math . sin ( <A> )	<A> の正弦
math . sin ( <A> )	<A> の正弦を調べる
math . sin ( <A> )	<A> の正弦を求める
<A> = math . sin ( <B> )	<B> の正弦を <A> に代入する
math . sin ( <A> )	<A> のサイン
math . sin ( <A> )	<A> のサインを表示する
math . sin ( <A> )	<A> のサインを計算する
<A> = math . sin ( <B> )	<B> のサインを <A> に代入する
math . tan ( <A> )	<A> の正接
math . tan ( <A> )	<A> の正接をチェックする
math . tan ( <A> )	<A> の正接を算出する
<A> = math . tan ( <B> )	<B> の正接を <A> に代入する
math . tan ( <A> )	<A> のタンジェント
math . tan ( <A> )	<A> のタンジェントをチェックする
math . tan ( <A> )	<A> のタンジェントを算出する
<A> = math . tan ( <B> )	<B> のタンジェントを <A> とする
math . acos ( <A> )	<A> の逆余弦
math . acos ( <A> )	<A> の逆余弦を表示する
math . acos ( <A> )	<A> の逆余弦を計算する
<A> = math . acos ( <B> )	<B> の逆余弦を <A> に代入する
math . acos ( <A> )	<A> のアークコサイン
math . acos ( <A> )	<A> のアークコサインを調べる
math . acos ( <A> )	<A> のアークコサインを求める
<A> = math . acos ( <B> )	<B> のアークコサインを <A> にする
math . asin ( <A> )	<A> の逆正弦
math . asin ( <A> )	<A> の逆正弦をチェックする
math . asin ( <A> )	<A> の逆正弦を算出する
<A> = math . asin ( <B> )	<B> の逆正弦を <A> に代入する
math . asin ( <A> )	<A> のアークサイン
math . asin ( <A> )	<A> のアークサインをチェックする
math . asin ( <A> )	<A> のアークサインを求める
<A> = math . asin ( <B> )	<B> のアークサインを <A> に代入する
math . atan ( <A> )	<A> の逆正接
math . atan ( <A> )	<A> の逆正接を見る
math . atan ( <A> )	<A> の逆正接を算出する
<A> = math . atan ( <B> )	<B> の逆正接を <A> にする
math . atan ( <A> )	<A> のアークタンジェント
math . atan ( <A> )	<A> のアークタンジェントをチェックする
math . atan ( <A> )	<A> のアークタンジェントを計算する
<A> = math . atan ( <B> )	<B> のアークタンジェントを <A> にする
math . degrees ( <A> )	<A> の角度
math . degrees ( <A> )	<A> の角度をチェックする
math . degrees ( <A> )	<A> の角度を求める
<A> = math . degrees ( <B> )	<B> の角度を <A> とする
math . radians ( <A> )	<A> のラジアン
math . radians ( <A> )	<A> のラジアンをチェックする
math . radians ( <A> )	<A> のラジアンを求める
<A> = math . radians ( <B> )	<B> のラジアンを <A> に代入する
math . acosh ( <A> )	<A> の逆双曲線余弦
math . acosh ( <A> )	<A> の逆双曲線余弦を見る
math . acosh ( <A> )	<A> の逆双曲線余弦を求める
<A> = math . acosh ( <B> )	<B> の逆双曲線余弦を <A> にする
math . asinh ( <A> )	<A> の逆双曲線正弦
math . asinh ( <A> )	<A> の逆双曲線正弦を表示する
math . asinh ( <A> )	<A> の逆双曲線正弦を求める
<A> = math . asinh ( <B> )	<B> の逆双曲線正弦を <A> とする
math . atanh ( <A> )	<A> の逆双曲線正接
math . atanh ( <A> )	<A> の逆双曲線正接を確認する
math . atanh ( <A> )	<A> の逆双曲線正接を求める
<A> = math . atanh ( <B> )	<B> の逆双曲線正接を <A> に代入する
math . cosh ( <A> )	<A> の双曲線余弦
math . cosh ( <A> )	<A> の双曲線余弦を見る
math . cosh ( <A> )	<A> の双曲線余弦を求める
<A> = math . cosh ( <B> )	<B> の双曲線余弦を <A> にする
math . sinh ( <A> )	<A> の双曲線正弦
math . sinh ( <A> )	<A> の双曲線正弦を見る
math . sinh ( <A> )	<A> の双曲線正弦を求める
<A> = math . sinh ( <B> )	<B> の双曲線正弦を <A> にする
math . tanh ( <A> )	<A> の双曲線正接
math . tanh ( <A> )	<A> の双曲線正接を表示する
math . tanh ( <A> )	<A> の双曲線正接を求める
<A> = math . tanh ( <B> )	<B> の双曲線正接を <A> とする
math . dist ( <A> , <B> )	<A> と <B> のユークリッド距離
math . dist ( <A> , <B> )	<A> と <B> のユークリッド距離を確認する
math . dist ( <A> , <B> )	<A> と <B> のユークリッド距離を求める
<A> = math . dist ( <B> , <C> )	<B> と <C> のユークリッド距離を <A> にする
math . hypot ( <A> , <B> )	<A> と <B> のノルム
math . hypot ( <A> , <B> )	<A> と <B> のノルムをチェックする
math . hypot ( <A> , <B> )	<A> と <B> のノルムを求める
<A> = math . hypot ( <B> , <C> )	<B> と <C> のノルムを <A> に代入する
math . hypot ( <A> , <B> )	原点からの ( <A> , <B> ) の距離
math . hypot ( <A> , <B> )	原点からの ( <A> , <B> ) の距離を見る
math . hypot ( <A> , <B> )	原点からの ( <A> , <B> ) の距離を算出する
<A> = math . hypot ( <B> , <C> )	原点からの ( <B> , <C> ) の距離を <A> に代入する
math . gamma ( <A> )	<A> のガンマ関数
math . gamma ( <A> )	<A> のガンマ関数を表示する
math . gamma ( <A> )	<A> のガンマ関数を算出する
<A> = math . gamma ( <B> )	<B> のガンマ関数を <A> とする
math . lgamma ( <A> )	<A> のガンマ関数の絶対値の自然対数
math . lgamma ( <A> )	<A> のガンマ関数の絶対値の自然対数を見る
math . lgamma ( <A> )	<A> のガンマ関数の絶対値の自然対数を求める
<A> = math . lgamma ( <B> )	<B> のガンマ関数の絶対値の自然対数を <A> に代入する
math . pi	円周率
math . pi	円周率をチェックする
math . pi	円周率を算出する
math . e	ネイピア数
math . e	ネイピア数を確認する
math . e	ネイピア数を算出する
math . inf	無限大
math . inf	無限大を確認する
math . inf	無限大を算出する
math . nan	NaN
math . nan	NaN を確認する
